Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
64516717,03/31/2025 10:58:16 PM,04/01/2025 01:12:42 AM,NYPD,New York City Police Department,Traffic,Truck Route Violation,Street/Sidewalk,11222,323 KINGSLAND AVENUE,KINGSLAND AVENUE,NASSAU AVENUE,NORMAN AVENUE,NASSAU AVENUE,NORMAN AVENUE,ADDRESS,BROOKLYN,KINGSLAND AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,04/01/2025 01:12:45 AM,01 BROOKLYN,3026570009,BROOKLYN,1000340,204300,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.72741836563287,-73.9419483079844,"(40.72741836563287, -73.9419483079844)"
64517874,03/31/2025 07:11:23 PM,03/31/2025 08:04:44 PM,NYPD,New York City Police Department,Traffic,Drag Racing,Street/Sidewalk,11411,115-47 217 STREET,217 STREET,115 AVENUE,115 ROAD,115 AVENUE,115 ROAD,ADDRESS,CAMBRIA HEIGHTS,217 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/31/2025 08:04:49 PM,13 QUEENS,4112810010,QUEENS,1056120,194280,PHONE,Unspecified,QUEENS,,,,,,,,40.69963864047413,-73.74080532062871,"(40.69963864047413, -73.74080532062871)"
64513325,03/31/2025 06:14:24 PM,03/31/2025 10:14:30 PM,NYPD,New York City Police Department,Traffic,Drag Racing,Street/Sidewalk,10009,268 EAST    2 STREET,EAST    2 STREET,AVENUE C,BEND,AVENUE C,BEND,ADDRESS,NEW YORK,EAST    2 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/31/2025 10:14:35 PM,03 MANHATTAN,1003720064,MANHATTAN,989609,201902,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7208494474742,-73.98066697735834,"(40.7208494474742, -73.98066697735834)"
64514486,03/31/2025 06:11:02 PM,03/31/2025 06:11:48 PM,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/31/2025 06:11:52 PM,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,,,,,,,,40.72195913199264,-73.80969682426189,"(40.72195913199264, -73.80969682426189)"
64520270,03/31/2025 06:10:40 PM,03/31/2025 06:11:37 PM,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/31/2025 06:11:39 PM,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,,,,,,,,40.72195913199264,-73.80969682426189,"(40.72195913199264, -73.80969682426189)"
64521228,03/31/2025 06:10:32 PM,03/31/2025 06:14:39 PM,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11366,158-33 78 AVENUE,78 AVENUE,PARSONS BOULEVARD,160 STREET,PARSONS BOULEVARD,160 STREET,ADDRESS,FRESH MEADOWS,78 AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/31/2025 06:14:42 PM,08 QUEENS,4068280015,QUEENS,1037047,202519,ONLINE,Unspecified,QUEENS,,,,,,,,40.72238703289527,-73.8095260418184,"(40.72238703289527, -73.8095260418184)"
64513322,03/31/2025 05:51:55 PM,03/31/2025 06:09:46 PM,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/31/2025 06:09:49 PM,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,,,,,,,,40.72195913199264,-73.80969682426189,"(40.72195913199264, -73.80969682426189)"
64514431,03/31/2025 05:51:28 PM,03/31/2025 06:09:32 PM,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/31/2025 06:09:34 PM,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,,,,,,,,40.72195913199264,-73.80969682426189,"(40.72195913199264, -73.80969682426189)"
64517696,03/31/2025 05:51:23 PM,03/31/2025 06:09:15 PM,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11366,158-33 78 AVENUE,78 AVENUE,PARSONS BOULEVARD,160 STREET,PARSONS BOULEVARD,160 STREET,ADDRESS,FRESH MEADOWS,78 AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/31/2025 06:09:18 PM,08 QUEENS,4068280015,QUEENS,1037047,202519,ONLINE,Unspecified,QUEENS,,,,,,,,40.72238703289527,-73.8095260418184,"(40.72238703289527, -73.8095260418184)"
64518911,03/31/2025 04:36:05 PM,03/31/2025 04:46:37 PM,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11691,384 BRIAR PLACE,BRIAR PLACE,CAMP ROAD,DEERFIELD ROAD,CAMP ROAD,DEERFIELD ROAD,ADDRESS,FAR ROCKAWAY,BRIAR PLACE,,Closed,,This complaint does not fall under the Police Department's jurisdiction.,03/31/2025 04:46:41 PM,14 QUEENS,4157750003,QUEENS,1051381,157213,PHONE,Unspecified,QUEENS,,,,,,,,40.59793537980067,-73.75826504345845,"(40.59793537980067, -73.75826504345845)"
64517872,03/31/2025 04:23:51 PM,03/31/2025 04:38:20 PM,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/31/2025 04:38:22 PM,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,,,,,,,,40.72195913199264,-73.80969682426189,"(40.72195913199264, -73.80969682426189)"
64513337,03/31/2025 04:23:42 PM,03/31/2025 04:38:08 PM,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/31/2025 04:38:11 PM,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,,,,,,,,40.72195913199264,-73.80969682426189,"(40.72195913199264, -73.80969682426189)"
64519090,03/31/2025 04:21:12 PM,03/31/2025 04:22:43 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,11432,166-11 HILLSIDE AVENUE,HILLSIDE AVENUE,166 STREET,167 STREET,166 STREET,167 STREET,ADDRESS,JAMAICA,HILLSIDE AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/31/2025 04:22:47 PM,08 QUEENS,4098380062,QUEENS,1040745,197865,ONLINE,Unspecified,QUEENS,,,,,,,,40.70959010805712,-73.79622399678361,"(40.70959010805712, -73.79622399678361)"
64513321,03/31/2025 03:49:23 PM,03/31/2025 03:53:45 PM,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11365,71-52 172 STREET,172 STREET,71 AVENUE,73 AVENUE,71 AVENUE,73 AVENUE,ADDRESS,FRESH MEADOWS,172 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/31/2025 03:53:49 PM,08 QUEENS,4069590001,QUEENS,1040270,205053,ONLINE,Unspecified,QUEENS,,,,,,,,40.729322405608045,-73.79787747949702,"(40.729322405608045, -73.79787747949702)"
64515610,03/31/2025 03:49:12 PM,03/31/2025 04:00:18 PM,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11365,71-52 172 STREET,172 STREET,71 AVENUE,73 AVENUE,71 AVENUE,73 AVENUE,ADDRESS,FRESH MEADOWS,172 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/31/2025 04:00:21 PM,08 QUEENS,4069590001,QUEENS,1040270,205053,ONLINE,Unspecified,QUEENS,,,,,,,,40.729322405608045,-73.79787747949702,"(40.729322405608045, -73.79787747949702)"
64520148,03/31/2025 03:48:34 PM,03/31/2025 04:00:31 PM,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11366,183-02 UNION TURNPIKE,UNION TURNPIKE,183 STREET,184 STREET,183 STREET,184 STREET,ADDRESS,FRESH MEADOWS,UNION TURNPIKE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/31/2025 04:00:34 PM,08 QUEENS,4072480015,QUEENS,1043702,204500,ONLINE,Unspecified,QUEENS,,,,,,,,40.72778215855621,-73.78549961273183,"(40.72778215855621, -73.78549961273183)"
64514430,03/31/2025 03:48:30 PM,03/31/2025 04:00:46 PM,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11366,183-02 UNION TURNPIKE,UNION TURNPIKE,183 STREET,184 STREET,183 STREET,184 STREET,ADDRESS,FRESH MEADOWS,UNION TURNPIKE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/31/2025 04:00:49 PM,08 QUEENS,4072480015,QUEENS,1043702,204500,ONLINE,Unspecified,QUEENS,,,,,,,,40.72778215855621,-73.78549961273183,"(40.72778215855621, -73.78549961273183)"
64513405,03/31/2025 03:45:29 PM,03/31/2025 04:01:00 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,11432,166-11 HILLSIDE AVENUE,HILLSIDE AVENUE,166 STREET,167 STREET,166 STREET,167 STREET,ADDRESS,JAMAICA,HILLSIDE AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/31/2025 04:01:04 PM,08 QUEENS,4098380062,QUEENS,1040745,197865,ONLINE,Unspecified,QUEENS,,,,,,,,40.70959010805712,-73.79622399678361,"(40.70959010805712, -73.79622399678361)"
64513406,03/31/2025 03:44:19 PM,03/31/2025 04:01:13 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,11432,166-11 HILLSIDE AVENUE,HILLSIDE AVENUE,166 STREET,167 STREET,166 STREET,167 STREET,ADDRESS,JAMAICA,HILLSIDE AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/31/2025 04:01:18 PM,08 QUEENS,4098380062,QUEENS,1040745,197865,ONLINE,Unspecified,QUEENS,,,,,,,,40.70959010805712,-73.79622399678361,"(40.70959010805712, -73.79622399678361)"
64517876,03/31/2025 03:43:25 PM,03/31/2025 10:16:16 PM,NYPD,New York City Police Department,Traffic,Drag Racing,Street/Sidewalk,11203,709 FENIMORE STREET,FENIMORE STREET,ALBANY AVENUE,TROY AVENUE,ALBANY AVENUE,TROY AVENUE,ADDRESS,BROOKLYN,FENIMORE STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/31/2025 10:16:21 PM,09 BROOKLYN,3048130001,BROOKLYN,1001269,179532,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.65943421835759,-73.93865911263359,"(40.65943421835759, -73.93865911263359)"
64521259,03/31/2025 03:12:22 PM,04/01/2025 01:11:22 AM,NYPD,New York City Police Department,Traffic,Truck Route Violation,Street/Sidewalk,11222,323 KINGSLAND AVENUE,KINGSLAND AVENUE,NASSAU AVENUE,NORMAN AVENUE,NASSAU AVENUE,NORMAN AVENUE,ADDRESS,BROOKLYN,KINGSLAND AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,04/01/2025 01:11:25 AM,01 BROOKLYN,3026570009,BROOKLYN,1000340,204300,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.72741836563287,-73.9419483079844,"(40.72741836563287, -73.9419483079844)"
64520756,03/31/2025 02:35:59 PM,03/31/2025 03:25:57 PM,NYPD,New York City Police Department,Traffic,Chronic Stoplight Violation,Street/Sidewalk,10033,HAVEN AVENUE,HAVEN AVENUE,HAVEN AVENUE,WEST  181 STREET,HAVEN AVENUE,WEST  181 STREET,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/31/2025 03:26:02 PM,12 MANHATTAN,,MANHATTAN,1000515,249468,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.851392026569336,-73.9412075436483,"(40.851392026569336, -73.9412075436483)"
64520147,03/31/2025 02:28:29 PM,03/31/2025 02:31:36 PM,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11691,BRIAR PLACE,BRIAR PLACE,BRIAR PLACE,DEERFIELD ROAD,BRIAR PLACE,DEERFIELD ROAD,INTERSECTION,,,,Closed,,This complaint does not fall under the Police Department's jurisdiction.,03/31/2025 02:31:39 PM,14 QUEENS,,QUEENS,1051349,157268,PHONE,Unspecified,QUEENS,,,,,,,,40.598086585440356,-73.75837972678757,"(40.598086585440356, -73.75837972678757)"
64513312,03/31/2025 02:02:20 PM,03/31/2025 02:06:54 PM,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11366,77-42 160 STREET,160 STREET,77 ROAD,78 AVENUE,77 ROAD,78 AVENUE,ADDRESS,FRESH MEADOWS,160 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/31/2025 02:06:57 PM,08 QUEENS,4068280008,QUEENS,1037465,202756,ONLINE,Unspecified,QUEENS,,,,,,,,40.723035034391216,-73.80801616820261,"(40.723035034391216, -73.80801616820261)"
64520099,03/31/2025 02:01:03 PM,03/31/2025 02:20:18 PM,NYPD,New York City Police Department,Traffic,Drag Racing,Street/Sidewalk,11691,BRIAR PLACE,BRIAR PLACE,BRIAR PLACE,DEERFIELD ROAD,BRIAR PLACE,DEERFIELD ROAD,INTERSECTION,,,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,03/31/2025 02:20:22 PM,14 QUEENS,,QUEENS,1051349,157268,PHONE,Unspecified,QUEENS,,,,,,,,40.598086585440356,-73.75837972678757,"(40.598086585440356, -73.75837972678757)"
64514499,03/31/2025 01:47:18 PM,03/31/2025 06:45:31 PM,NYPD,New York City Police Department,Traffic,Truck Route Violation,Street/Sidewalk,11222,230 KINGSLAND AVENUE,KINGSLAND AVENUE,DRIGGS AVENUE,NASSAU AVENUE,DRIGGS AVENUE,NASSAU AVENUE,ADDRESS,BROOKLYN,KINGSLAND AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/31/2025 06:45:35 PM,01 BROOKLYN,3026890070,BROOKLYN,1000473,203282,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.72462396082511,-73.94147090669976,"(40.72462396082511, -73.94147090669976)"
64517873,03/31/2025 01:39:13 PM,03/31/2025 01:50:16 PM,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11366,76-36 164 STREET,164 STREET,76 ROAD,77 AVENUE,76 ROAD,77 AVENUE,ADDRESS,FRESH MEADOWS,164 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/31/2025 01:50:20 PM,08 QUEENS,4068480001,QUEENS,1038334,203443,ONLINE,Unspecified,QUEENS,,,,,,,,40.724915407989414,-73.80487556506887,"(40.724915407989414, -73.80487556506887)"
64516664,03/31/2025 01:38:25 PM,03/31/2025 02:13:18 PM,NYPD,New York City Police Department,Traffic,Drag Racing,Street/Sidewalk,11691,BRIAR PLACE,BRIAR PLACE,BRIAR PLACE,DEERFIELD ROAD,BRIAR PLACE,DEERFIELD ROAD,INTERSECTION,,,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,03/31/2025 02:13:22 PM,14 QUEENS,,QUEENS,1051349,157268,PHONE,Unspecified,QUEENS,,,,,,,,40.598086585440356,-73.75837972678757,"(40.598086585440356, -73.75837972678757)"
64517875,03/31/2025 01:38:01 PM,03/31/2025 01:50:33 PM,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11432,169-10 GOETHALS AVENUE,GOETHALS AVENUE,168 STREET,UNIVERSITY ROAD,168 STREET,UNIVERSITY ROAD,ADDRESS,JAMAICA,GOETHALS AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/31/2025 01:50:36 PM,08 QUEENS,,QUEENS,1040270,201801,ONLINE,Unspecified,QUEENS,,,,,,,,40.72039647858001,-73.79790454945179,"(40.72039647858001, -73.79790454945179)"
64515616,03/31/2025 01:37:13 PM,03/31/2025 01:50:47 PM,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11366,77-42 160 STREET,160 STREET,77 ROAD,78 AVENUE,77 ROAD,78 AVENUE,ADDRESS,FRESH MEADOWS,160 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/31/2025 01:50:52 PM,08 QUEENS,4068280008,QUEENS,1037465,202756,ONLINE,Unspecified,QUEENS,,,,,,,,40.723035034391216,-73.80801616820261,"(40.723035034391216, -73.80801616820261)"
64513244,03/31/2025 01:36:08 PM,03/31/2025 02:13:05 PM,NYPD,New York City Police Department,Traffic,Drag Racing,Street/Sidewalk,11691,BRIAR PLACE,BRIAR PLACE,BRIAR PLACE,DEERFIELD ROAD,BRIAR PLACE,DEERFIELD ROAD,INTERSECTION,,,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,03/31/2025 02:13:10 PM,14 QUEENS,,QUEENS,1051349,157268,PHONE,Unspecified,QUEENS,,,,,,,,40.598086585440356,-73.75837972678757,"(40.598086585440356, -73.75837972678757)"
64515552,03/31/2025 01:25:23 PM,03/31/2025 01:30:44 PM,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11366,158-33 78 AVENUE,78 AVENUE,PARSONS BOULEVARD,160 STREET,PARSONS BOULEVARD,160 STREET,ADDRESS,FRESH MEADOWS,78 AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/31/2025 01:30:47 PM,08 QUEENS,4068280015,QUEENS,1037047,202519,ONLINE,Unspecified,QUEENS,,,,,,,,40.72238703289527,-73.8095260418184,"(40.72238703289527, -73.8095260418184)"
64518939,03/31/2025 01:23:06 PM,03/31/2025 02:12:36 PM,NYPD,New York City Police Department,Traffic,Drag Racing,Street/Sidewalk,11691,BRIAR PLACE,BRIAR PLACE,BRIAR PLACE,DEERFIELD ROAD,BRIAR PLACE,DEERFIELD ROAD,INTERSECTION,,,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,03/31/2025 02:12:40 PM,14 QUEENS,,QUEENS,1051349,157268,PHONE,Unspecified,QUEENS,,,,,,,,40.598086585440356,-73.75837972678757,"(40.598086585440356, -73.75837972678757)"
64521229,03/31/2025 01:14:41 PM,03/31/2025 01:32:34 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Highway,,,,,,,,,,,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/31/2025 01:32:37 PM,Unspecified MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,FDR Dr,Southbound/Downtown,Roadway,E 96 St (Exit 14) - E 71 St (Exit 13),,,
64513323,03/31/2025 01:11:35 PM,03/31/2025 01:14:45 PM,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/31/2025 01:14:49 PM,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,,,,,,,,40.72195913199264,-73.80969682426189,"(40.72195913199264, -73.80969682426189)"
64514432,03/31/2025 01:11:24 PM,03/31/2025 01:14:58 PM,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/31/2025 01:15:01 PM,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,,,,,,,,40.72195913199264,-73.80969682426189,"(40.72195913199264, -73.80969682426189)"
64517946,03/31/2025 12:01:22 PM,03/31/2025 01:03:04 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,11220,5806 8 AVENUE,8 AVENUE,58 STREET,59 STREET,58 STREET,59 STREET,ADDRESS,BROOKLYN,8 AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/31/2025 01:03:08 PM,07 BROOKLYN,3008580040,BROOKLYN,981892,171182,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63653131807165,-74.0084959256372,"(40.63653131807165, -74.0084959256372)"
64521377,03/31/2025 10:42:23 AM,03/31/2025 02:34:47 PM,NYPD,New York City Police Department,Traffic,Drag Racing,Highway,,,,,,,,,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/31/2025 02:34:52 PM,Unspecified QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,Long Island Expwy,East/Long Island Bound,Roadway,Little Neck Pkwy (Exit 32) - Nassau County,,,
64516715,03/31/2025 09:59:04 AM,03/31/2025 06:44:34 PM,NYPD,New York City Police Department,Traffic,Truck Route Violation,Street/Sidewalk,11222,210 KINGSLAND AVENUE,KINGSLAND AVENUE,DRIGGS AVENUE,NASSAU AVENUE,DRIGGS AVENUE,NASSAU AVENUE,ADDRESS,BROOKLYN,KINGSLAND AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/31/2025 06:44:37 PM,01 BROOKLYN,3026890061,BROOKLYN,1000496,203104,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.724135351889636,-73.94138835736226,"(40.724135351889636, -73.94138835736226)"
64514487,03/31/2025 09:19:47 AM,03/31/2025 09:42:13 AM,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11432,166-11 HILLSIDE AVENUE,HILLSIDE AVENUE,166 STREET,167 STREET,166 STREET,167 STREET,ADDRESS,JAMAICA,HILLSIDE AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/31/2025 09:42:17 AM,08 QUEENS,4098380062,QUEENS,1040745,197865,ONLINE,Unspecified,QUEENS,,,,,,,,40.70959010805712,-73.79622399678361,"(40.70959010805712, -73.79622399678361)"
64517821,03/31/2025 09:18:38 AM,03/31/2025 09:36:52 AM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,11432,166-11 HILLSIDE AVENUE,HILLSIDE AVENUE,166 STREET,167 STREET,166 STREET,167 STREET,ADDRESS,JAMAICA,HILLSIDE AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/31/2025 09:36:57 AM,08 QUEENS,4098380062,QUEENS,1040745,197865,ONLINE,Unspecified,QUEENS,,,,,,,,40.70959010805712,-73.79622399678361,"(40.70959010805712, -73.79622399678361)"
64519088,03/31/2025 09:14:18 AM,03/31/2025 09:42:28 AM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,11432,166-11 HILLSIDE AVENUE,HILLSIDE AVENUE,166 STREET,167 STREET,166 STREET,167 STREET,ADDRESS,JAMAICA,HILLSIDE AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/31/2025 09:42:32 AM,08 QUEENS,4098380062,QUEENS,1040745,197865,ONLINE,Unspecified,QUEENS,,,,,,,,40.70959010805712,-73.79622399678361,"(40.70959010805712, -73.79622399678361)"
64518956,03/31/2025 09:11:49 AM,03/31/2025 09:42:41 AM,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11432,166-11 HILLSIDE AVENUE,HILLSIDE AVENUE,166 STREET,167 STREET,166 STREET,167 STREET,ADDRESS,JAMAICA,HILLSIDE AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/31/2025 09:42:48 AM,08 QUEENS,4098380062,QUEENS,1040745,197865,ONLINE,Unspecified,QUEENS,,,,,,,,40.70959010805712,-73.79622399678361,"(40.70959010805712, -73.79622399678361)"
64514488,03/31/2025 09:07:57 AM,03/31/2025 09:42:55 AM,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11365,71-52 172 STREET,172 STREET,71 AVENUE,73 AVENUE,71 AVENUE,73 AVENUE,ADDRESS,FRESH MEADOWS,172 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/31/2025 09:43:02 AM,08 QUEENS,4069590001,QUEENS,1040270,205053,ONLINE,Unspecified,QUEENS,,,,,,,,40.729322405608045,-73.79787747949702,"(40.729322405608045, -73.79787747949702)"
64520271,03/31/2025 09:07:50 AM,03/31/2025 09:43:44 AM,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11365,71-52 172 STREET,172 STREET,71 AVENUE,73 AVENUE,71 AVENUE,73 AVENUE,ADDRESS,FRESH MEADOWS,172 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/31/2025 09:43:47 AM,08 QUEENS,4069590001,QUEENS,1040270,205053,ONLINE,Unspecified,QUEENS,,,,,,,,40.729322405608045,-73.79787747949702,"(40.729322405608045, -73.79787747949702)"
64520098,03/31/2025 09:07:11 AM,03/31/2025 11:40:27 AM,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11366,183-02 UNION TURNPIKE,UNION TURNPIKE,183 STREET,184 STREET,183 STREET,184 STREET,ADDRESS,FRESH MEADOWS,UNION TURNPIKE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/31/2025 11:40:31 AM,08 QUEENS,4072480015,QUEENS,1043702,204500,ONLINE,Unspecified,QUEENS,,,,,,,,40.72778215855621,-73.78549961273183,"(40.72778215855621, -73.78549961273183)"
64514489,03/31/2025 09:07:06 AM,03/31/2025 11:40:46 AM,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11366,183-02 UNION TURNPIKE,UNION TURNPIKE,183 STREET,184 STREET,183 STREET,184 STREET,ADDRESS,FRESH MEADOWS,UNION TURNPIKE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/31/2025 11:40:49 AM,08 QUEENS,4072480015,QUEENS,1043702,204500,ONLINE,Unspecified,QUEENS,,,,,,,,40.72778215855621,-73.78549961273183,"(40.72778215855621, -73.78549961273183)"
